Avg_Uncertainty,Avg_Error,Count
3.0625699966861637,20.438311132120862,500
4.570406106355252,32.46190915265702,500
5.458743244712971,33.3640925098719,500
6.244181610370718,37.41015165961015,500
6.953671736475098,37.68995948944992,500
7.70378569085274,42.4672338352701,500
8.636552901863757,45.947951855111675,500
9.938744163560335,49.72193703527008,500
12.378028971096759,69.79110501465303,500
19.21893486978172,106.74987728501912,500
